MES_COTIZACION,COD_CLIENTE,COD_SOL,GARANTIA,IMPORTE,PLAZO,TEA_MINIMA,FLG_DESEMBOLSO
1/02/2019,==BBVAPE402495483,==BBVAPE8703957,SIN GARANTIA,47200,60,0.18899999999999997,0
1/02/2019,==BBVAPE402495483,==BBVAPE8757165,SIN GARANTIA,47200,60,0.18899999999999997,1
1/02/2019,==BBVAPE388914483,==BBVAPE8930793,SIN GARANTIA,35700,60,0.18899999999999997,0
1/02/2019,==BBVAPE471221877,==BBVAPE8937525,SIN GARANTIA,15000,36,0.19,0
1/02/2019,==BBVAPE425798751,==BBVAPE8873283,SIN GARANTIA,22700,60,0.188,0
1/02/2019,==BBVAPE362251695,==BBVAPE8708925,SIN GARANTIA,29200,16,0.187,1
1/02/2019,==BBVAPE365964393,==BBVAPE8977647,NO DINERARIA,241000,60,0.187,0
1/02/2019,==BBVAPE467411871,==BBVAPE8915673,SIN GARANTIA,18000,36,0.19,0
1/02/2019,==BBVAPE378646383,==BBVAPE8687505,SIN GARANTIA,28800,60,0.18899999999999997,0
1/02/2019,==BBVAPE363850599,==BBVAPE8737491,SIN GARANTIA,10000,24,0.1955,1
1/02/2019,==BBVAPE365168487,==BBVAPE8721147,SIN GARANTIA,20000,48,0.165,0
1/02/2019,==BBVAPE362927055,==BBVAPE8823225,SIN GARANTIA,200000,60,0.1395,1
1/02/2019,==BBVAPE394128417,==BBVAPE8682627,SIN GARANTIA,3300,36,0.327,1
1/02/2019,==BBVAPE369734151,==BBVAPE8828463,SIN GARANTIA,90000,60,0.188,1
1/02/2019,==BBVAPE476652297,==BBVAPE8983101,SIN GARANTIA,5000,24,0.33899999999999997,0
1/02/2019,==BBVAPE417605223,==BBVAPE8669667,SIN GARANTIA,70000,60,0.25,0
1/02/2019,==BBVAPE479774775,==BBVAPE8835105,SIN GARANTIA,17000,60,0.23600000000000002,1
1/02/2019,==BBVAPE448943439,==BBVAPE8643423,SIN GARANTIA,94400,60,0.188,1
1/02/2019,==BBVAPE382467765,==BBVAPE8920569,SIN GARANTIA,8000,18,0.2915,1
1/02/2019,==BBVAPE443688411,==BBVAPE8955777,NO DINERARIA,30000,60,0.187,0
1/02/2019,==BBVAPE383094759,==BBVAPE8743323,SIN GARANTIA,60000,36,0.185,0
1/02/2019,==BBVAPE383094759,==BBVAPE8784219,SIN GARANTIA,55000,60,0.185,0
1/02/2019,==BBVAPE383094759,==BBVAPE8917437,SIN GARANTIA,20000,36,0.187,1
1/02/2019,==BBVAPE448403187,==BBVAPE8409459,SIN GARANTIA,10000,36,0.1985,0
1/02/2019,==BBVAPE201173547,==BBVAPE8761935,SIN GARANTIA,10000,24,0.1985,0
1/02/2019,==BBVAPE361695063,==BBVAPE8969745,SIN GARANTIA,10000,36,0.1955,0
1/02/2019,==BBVAPE494254335,==BBVAPE8648823,SIN GARANTIA,10000,18,0.256,0
1/02/2019,==BBVAPE494302593,==BBVAPE8968035,SIN GARANTIA,10000,15,0.255,0
1/02/2019,==BBVAPE494302593,==BBVAPE8997663,SIN GARANTIA,7000,15,0.33899999999999997,1
1/02/2019,==BBVAPE363613827,==BBVAPE8927409,SIN GARANTIA,30000,60,0.188,0
1/02/2019,==BBVAPE394909527,==BBVAPE8897079,SIN GARANTIA,120000,60,0.18600000000000003,0
1/02/2019,==BBVAPE394909527,==BBVAPE8937075,SIN GARANTIA,100000,60,0.187,1
1/02/2019,==BBVAPE431112981,==BBVAPE8687955,SIN GARANTIA,5000,24,0.295,0
1/02/2019,==BBVAPE36399369,==BBVAPE8772159,SIN GARANTIA,150000,60,0.187,0
1/02/2019,==BBVAPE387131439,==BBVAPE8870817,SIN GARANTIA,7000,30,0.2925,0
1/02/2019,==BBVAPE370272999,==BBVAPE8871573,SIN GARANTIA,18100,60,0.188,0
1/02/2019,==BBVAPE486997797,==BBVAPE8758209,NO DINERARIA,10000,12,0.1965,1
1/02/2019,==BBVAPE421774851,==BBVAPE8647833,SIN GARANTIA,10000,36,0.1975,1
1/02/2019,==BBVAPE382667457,==BBVAPE8813199,DINERARIA,5000,12,0.295,0
1/02/2019,==BBVAPE382667457,==BBVAPE8884857,SIN GARANTIA,5000,12,0.295,1
1/02/2019,==BBVAPE250402071,==BBVAPE8637357,SIN GARANTIA,26400,12,0.1621,1
1/02/2019,==BBVAPE390273267,==BBVAPE8751279,SIN GARANTIA,53000,36,0.185,1
1/02/2019,==BBVAPE178721049,==BBVAPE8708295,SIN GARANTIA,89800,60,0.188,0
1/02/2019,==BBVAPE361713153,==BBVAPE8935167,SIN GARANTIA,10000,18,0.1985,1
1/02/2019,==BBVAPE372936729,==BBVAPE8691213,SIN GARANTIA,24900,24,0.19,0
1/02/2019,==BBVAPE464816451,==BBVAPE8871843,SIN GARANTIA,10100,36,0.1985,1
1/02/2019,==BBVAPE380711163,==BBVAPE8647113,SIN GARANTIA,7000,60,0.2915,1
1/02/2019,==BBVAPE70440681,==BBVAPE8654763,SIN GARANTIA,7000,12,0.302,1
1/02/2019,==BBVAPE130700361,==BBVAPE8773257,SIN GARANTIA,90000,60,0.185,0
1/02/2019,==BBVAPE493829481,==BBVAPE8708349,SIN GARANTIA,30000,60,0.2025,0
1/02/2019,==BBVAPE398434575,==BBVAPE8946021,SIN GARANTIA,17500,36,0.188,0
1/02/2019,==BBVAPE362974809,==BBVAPE8845995,DINERARIA,5000,12,0.317,1
1/02/2019,==BBVAPE378252345,==BBVAPE8754231,SIN GARANTIA,32200,60,0.188,0
1/02/2019,==BBVAPE485061987,==BBVAPE8913783,NO DINERARIA,100000,48,0.187,1
1/02/2019,==BBVAPE386295573,==BBVAPE8993775,SIN GARANTIA,16400,36,0.187,1
1/02/2019,==BBVAPE362319177,==BBVAPE8672853,SIN GARANTIA,53000,60,0.185,0
1/02/2019,==BBVAPE380240715,==BBVAPE8918463,DINERARIA,3000,12,0.3269,0
1/02/2019,==BBVAPE278109507,==BBVAPE8675895,SIN GARANTIA,30000,60,0.187,0
1/02/2019,==BBVAPE422030343,==BBVAPE8907987,SIN GARANTIA,87400,48,0.187,0
1/02/2019,==BBVAPE392384937,==BBVAPE8941377,SIN GARANTIA,15000,24,0.187,0
1/02/2019,==BBVAPE392219499,==BBVAPE8921253,SIN GARANTIA,112000,48,0.184,0
1/02/2019,==BBVAPE406377507,==BBVAPE8811849,SIN GARANTIA,2500,12,0.327,1
1/02/2019,==BBVAPE187943043,==BBVAPE8713875,DINERARIA,1000000,108,0.1395,0
1/02/2019,==BBVAPE497786115,==BBVAPE8899491,SIN GARANTIA,25000,36,0.165,1
1/02/2019,==BBVAPE361704549,==BBVAPE8417865,SIN GARANTIA,23800,48,0.187,0
1/02/2019,==BBVAPE377993325,==BBVAPE8820273,SIN GARANTIA,73000,60,0.188,0
1/02/2019,==BBVAPE252182595,==BBVAPE8974011,SIN GARANTIA,50000,36,0.185,0
1/02/2019,==BBVAPE415559793,==BBVAPE8970447,SIN GARANTIA,24300,60,0.19,0
1/02/2019,==BBVAPE389916957,==BBVAPE8736861,SIN GARANTIA,250000,60,0.1335,0
1/02/2019,==BBVAPE369108327,==BBVAPE8445981,DINERARIA,10000,12,0.1985,1
1/02/2019,==BBVAPE365177379,==BBVAPE8655609,SIN GARANTIA,50000,60,0.147,0
1/02/2019,==BBVAPE361368651,==BBVAPE7499469,SIN GARANTIA,105900,60,0.1355,0
1/02/2019,==BBVAPE413197347,==BBVAPE8731011,SIN GARANTIA,32700,60,0.18899999999999997,0
1/02/2019,==BBVAPE413197347,==BBVAPE8738553,SIN GARANTIA,32700,60,0.18899999999999997,1
1/02/2019,==BBVAPE384786615,==BBVAPE8715351,SIN GARANTIA,6000,12,0.2915,1
1/02/2019,==BBVAPE381916695,==BBVAPE8966919,SIN GARANTIA,8000,12,0.302,0
1/02/2019,==BBVAPE453535185,==BBVAPE8739939,SIN GARANTIA,20000,60,0.18899999999999997,0
1/02/2019,==BBVAPE453535185,==BBVAPE8792391,SIN GARANTIA,16000,36,0.18899999999999997,0
1/02/2019,==BBVAPE367377753,==BBVAPE8875875,SIN GARANTIA,50000,36,0.18600000000000003,0
1/02/2019,==BBVAPE410827503,==BBVAPE8728815,SIN GARANTIA,20000,48,0.19,1
1/02/2019,==BBVAPE377670873,==BBVAPE8820147,SIN GARANTIA,150000,48,0.1355,1
1/02/2019,==BBVAPE101713791,==BBVAPE8734161,SIN GARANTIA,30000,48,0.18600000000000003,0
1/02/2019,==BBVAPE101713791,==BBVAPE8749929,DINERARIA,30000,36,0.18600000000000003,1
1/02/2019,==BBVAPE102629055,==BBVAPE8792283,SIN GARANTIA,10000,24,0.1965,1
1/02/2019,==BBVAPE377231889,==BBVAPE8769153,SIN GARANTIA,104400,60,0.187,0
1/02/2019,==BBVAPE396306507,==BBVAPE8751891,SIN GARANTIA,100000,60,0.205,0
1/02/2019,==BBVAPE34477131,==BBVAPE8888493,NO DINERARIA,175000,60,0.1395,0
1/02/2019,==BBVAPE52729995,==BBVAPE8828499,SIN GARANTIA,120000,60,0.1365,0
1/02/2019,==BBVAPE390032877,==BBVAPE8705865,SIN GARANTIA,18300,60,0.19,0
1/02/2019,==BBVAPE391552491,==BBVAPE8905737,DINERARIA,50000,60,0.18600000000000003,1
1/02/2019,==BBVAPE10961553,==BBVAPE8789061,SIN GARANTIA,13000,48,0.1985,1
1/02/2019,==BBVAPE54172353,==BBVAPE8774715,SIN GARANTIA,15400,36,0.18899999999999997,0
1/02/2019,==BBVAPE455925477,==BBVAPE8727789,DINERARIA,10000,24,0.1985,0
1/02/2019,==BBVAPE495957873,==BBVAPE8907411,DINERARIA,1000,12,0.3341,1
1/02/2019,==BBVAPE371464959,==BBVAPE8917041,NO DINERARIA,10000,24,0.1985,1
1/02/2019,==BBVAPE132346911,==BBVAPE8789043,NO DINERARIA,182000,60,0.1355,0
1/02/2019,==BBVAPE399839943,==BBVAPE8764131,SIN GARANTIA,80000,48,0.1405,1
1/02/2019,==BBVAPE460642881,==BBVAPE8656437,DINERARIA,25000,36,0.18899999999999997,1
1/02/2019,==BBVAPE460776639,==BBVAPE8736573,DINERARIA,25000,60,0.18600000000000003,1
1/02/2019,==BBVAPE413077737,==BBVAPE8829849,SIN GARANTIA,10000,48,0.257,0
1/02/2019,==BBVAPE60616425,==BBVAPE8913477,SIN GARANTIA,20000,24,0.159,0
1/02/2019,==BBVAPE372839835,==BBVAPE8749803,SIN GARANTIA,39000,60,0.159,1
1/02/2019,==BBVAPE362251551,==BBVAPE8887809,DINERARIA,1000000,120,0.1335,0
1/02/2019,==BBVAPE369613641,==BBVAPE8891535,SIN GARANTIA,120000,60,0.1405,0
1/02/2019,==BBVAPE363145683,==BBVAPE8701959,SIN GARANTIA,29000,60,0.18899999999999997,1
1/02/2019,==BBVAPE388667433,==BBVAPE8927643,SIN GARANTIA,130000,60,0.1415,0
1/02/2019,==BBVAPE422893767,==BBVAPE8971581,SIN GARANTIA,8000,12,0.302,0
1/02/2019,==BBVAPE372064485,==BBVAPE8884713,SIN GARANTIA,110000,60,0.1395,1
1/02/2019,==BBVAPE42777273,==BBVAPE8964237,SIN GARANTIA,1500,6,0.3269,1
1/02/2019,==BBVAPE230760885,==BBVAPE8785695,SIN GARANTIA,100000,36,0.1355,0
1/02/2019,==BBVAPE266558907,==BBVAPE8813343,SIN GARANTIA,35000,60,0.188,0
1/02/2019,==BBVAPE2344539,==BBVAPE8761971,SIN GARANTIA,97500,60,0.18600000000000003,0
1/02/2019,==BBVAPE2344539,==BBVAPE8948325,SIN GARANTIA,90000,60,0.18600000000000003,1
1/02/2019,==BBVAPE390382743,==BBVAPE8685993,NO DINERARIA,450000,120,0.1395,0
1/02/2019,==BBVAPE390382743,==BBVAPE8863455,NO DINERARIA,100000,120,0.1405,1
1/02/2019,==BBVAPE59815209,==BBVAPE8330979,NO DINERARIA,538000,120,0.184,0
1/02/2019,==BBVAPE365626029,==BBVAPE8969907,NO DINERARIA,575000,120,0.1345,0
1/02/2019,==BBVAPE361337025,==BBVAPE8814657,SIN GARANTIA,10000,36,0.1955,1
1/02/2019,==BBVAPE460843473,==BBVAPE8855517,DINERARIA,5000,18,0.2925,1
1/02/2019,==BBVAPE208977321,==BBVAPE8843061,SIN GARANTIA,81300,60,0.188,0
1/02/2019,==BBVAPE208977321,==BBVAPE8905719,SIN GARANTIA,81300,60,0.188,0
1/02/2019,==BBVAPE265970163,==BBVAPE8883723,SIN GARANTIA,47700,60,0.187,0
1/02/2019,==BBVAPE219235989,==BBVAPE8966577,DINERARIA,3000,12,0.34700000000000003,1
1/02/2019,==BBVAPE387158709,==BBVAPE8700771,NO DINERARIA,50000,48,0.185,0
1/02/2019,==BBVAPE371875701,==BBVAPE8974551,SIN GARANTIA,86400,48,0.185,0
1/02/2019,==BBVAPE455285901,==BBVAPE8724621,SIN GARANTIA,46000,60,0.18899999999999997,0
1/02/2019,==BBVAPE419799495,==BBVAPE8867973,SIN GARANTIA,20000,18,0.19,0
1/02/2019,==BBVAPE386270625,==BBVAPE8521689,SIN GARANTIA,70000,60,0.1405,0
1/02/2019,==BBVAPE244618563,==BBVAPE8662287,SIN GARANTIA,15000,30,0.187,0
1/02/2019,==BBVAPE443287605,==BBVAPE8919345,SIN GARANTIA,4400,24,0.327,1
1/02/2019,==BBVAPE393429801,==BBVAPE8671089,SIN GARANTIA,30000,48,0.18600000000000003,0
1/02/2019,==BBVAPE382788363,==BBVAPE8744871,SIN GARANTIA,76000,60,0.188,0
1/02/2019,==BBVAPE388232859,==BBVAPE8652783,NO DINERARIA,280000,120,0.185,0
1/02/2019,==BBVAPE368533623,==BBVAPE8866641,SIN GARANTIA,8000,36,0.302,1
1/02/2019,==BBVAPE505373205,==BBVAPE8650155,SIN GARANTIA,70000,60,0.188,0
1/02/2019,==BBVAPE370513983,==BBVAPE8661801,SIN GARANTIA,12000,36,0.1955,1
1/02/2019,==BBVAPE407148969,==BBVAPE8692995,SIN GARANTIA,8000,36,0.295,0
1/02/2019,==BBVAPE59738637,==BBVAPE8900211,SIN GARANTIA,10000,12,0.1985,0
1/02/2019,==BBVAPE59738637,==BBVAPE8905989,SIN GARANTIA,10000,18,0.1985,1
1/02/2019,==BBVAPE390903591,==BBVAPE8951745,SIN GARANTIA,12000,24,0.165,0
1/02/2019,==BBVAPE373605987,==BBVAPE8643909,SIN GARANTIA,24150,36,0.19,0
1/02/2019,==BBVAPE369842385,==BBVAPE8860305,SIN GARANTIA,25300,60,0.18899999999999997,1
1/02/2019,==BBVAPE1294113,==BBVAPE8972841,NO DINERARIA,260000,120,0.184,0
1/02/2019,==BBVAPE219848205,==BBVAPE8742171,SIN GARANTIA,24000,12,0.188,1
1/02/2019,==BBVAPE59989521,==BBVAPE8712615,SIN GARANTIA,50000,48,0.18600000000000003,0
1/02/2019,==BBVAPE59989521,==BBVAPE8758155,SIN GARANTIA,50000,48,0.18600000000000003,1
1/02/2019,==BBVAPE447035133,==BBVAPE8933619,SIN GARANTIA,10000,24,0.1985,0
1/02/2019,==BBVAPE362453961,==BBVAPE8760801,DINERARIA,350000,120,0.1385,0
1/02/2019,==BBVAPE494820597,==BBVAPE8848407,SIN GARANTIA,20000,48,0.18899999999999997,1
1/02/2019,==BBVAPE400507275,==BBVAPE8989545,SIN GARANTIA,60000,60,0.1355,0
1/02/2019,==BBVAPE367377483,==BBVAPE8735097,SIN GARANTIA,73100,60,0.188,0
1/02/2019,==BBVAPE367377483,==BBVAPE8762997,SIN GARANTIA,73100,48,0.188,1
1/02/2019,==BBVAPE394757751,==BBVAPE8690187,SIN GARANTIA,15000,36,0.18899999999999997,1
1/02/2019,==BBVAPE248595555,==BBVAPE8918301,SIN GARANTIA,45000,60,0.165,1
1/02/2019,==BBVAPE153052599,==BBVAPE8556051,NO DINERARIA,480000,96,0.187,1
1/02/2019,==BBVAPE372578367,==BBVAPE8835699,SIN GARANTIA,66000,36,0.1405,0
1/02/2019,==BBVAPE384605913,==BBVAPE8756805,SIN GARANTIA,140000,60,0.187,0
1/02/2019,==BBVAPE384605913,==BBVAPE8921865,SIN GARANTIA,100000,60,0.187,0
1/02/2019,==BBVAPE366847131,==BBVAPE8966721,SIN GARANTIA,9990,18,0.21,1
1/02/2019,==BBVAPE386681007,==BBVAPE8759595,SIN GARANTIA,5400,60,0.2925,0
1/02/2019,==BBVAPE475298301,==BBVAPE8796333,SIN GARANTIA,7700,36,0.302,0
1/02/2019,==BBVAPE21797103,==BBVAPE8934033,SIN GARANTIA,66200,60,0.185,0
1/02/2019,==BBVAPE389205705,==BBVAPE8858667,SIN GARANTIA,14000,36,0.259,0
1/02/2019,==BBVAPE377910201,==BBVAPE8926761,SIN GARANTIA,22100,60,0.19,0
1/02/2019,==BBVAPE234445845,==BBVAPE8850495,SIN GARANTIA,21000,36,0.188,1
1/02/2019,==BBVAPE184492659,==BBVAPE8396445,SIN GARANTIA,25000,12,0.165,0
1/02/2019,==BBVAPE371062101,==BBVAPE8916141,NO DINERARIA,850000,120,0.187,0
1/02/2019,==BBVAPE79826997,==BBVAPE8883633,SIN GARANTIA,50000,60,0.1355,1
1/02/2019,==BBVAPE364651149,==BBVAPE8664987,SIN GARANTIA,1180000,60,0.1415,0
1/02/2019,==BBVAPE379288911,==BBVAPE8651163,SIN GARANTIA,50000,36,0.1355,1
1/02/2019,==BBVAPE375077883,==BBVAPE8722857,SIN GARANTIA,100000,60,0.18600000000000003,0
1/02/2019,==BBVAPE255748863,==BBVAPE8685687,SIN GARANTIA,200000,96,0.1335,0
1/02/2019,==BBVAPE373456875,==BBVAPE8804595,SIN GARANTIA,110000,60,0.185,0
1/02/2019,==BBVAPE394802301,==BBVAPE8645979,NO DINERARIA,130000,60,0.1355,0
1/02/2019,==BBVAPE198088797,==BBVAPE8960421,SIN GARANTIA,87300,60,0.185,1
1/02/2019,==BBVAPE258659697,==BBVAPE7876119,NO DINERARIA,120000,60,0.1395,1
1/02/2019,==BBVAPE45732171,==BBVAPE8651271,SIN GARANTIA,445193,120,0.1335,0
1/02/2019,==BBVAPE424276455,==BBVAPE8688459,SIN GARANTIA,20000,48,0.19,1
1/02/2019,==BBVAPE424276455,==BBVAPE8713497,SIN GARANTIA,20000,48,0.19,0
1/02/2019,==BBVAPE248680155,==BBVAPE8960673,SIN GARANTIA,73600,48,0.185,0
1/02/2019,==BBVAPE379438383,==BBVAPE8677785,SIN GARANTIA,100000,60,0.187,0
1/02/2019,==BBVAPE90891129,==BBVAPE8723955,SIN GARANTIA,100000,60,0.1355,1
1/02/2019,==BBVAPE425955747,==BBVAPE8688117,SIN GARANTIA,21800,60,0.19,0
1/02/2019,==BBVAPE446039157,==BBVAPE8770251,NO DINERARIA,850000,120,0.1385,0
1/02/2019,==BBVAPE370272783,==BBVAPE8676417,NO DINERARIA,200000,45,0.185,0
1/02/2019,==BBVAPE361067637,==BBVAPE8656509,SIN GARANTIA,57100,48,0.1415,1
1/02/2019,==BBVAPE415490511,==BBVAPE8972931,SIN GARANTIA,32500,60,0.18899999999999997,1
1/02/2019,==BBVAPE466285989,==BBVAPE8721903,SIN GARANTIA,120000,60,0.1425,0
1/02/2019,==BBVAPE497602875,==BBVAPE8764599,SIN GARANTIA,100000,48,0.187,1
1/02/2019,==BBVAPE38562825,==BBVAPE8945553,DINERARIA,50000,48,0.1486,1
1/02/2019,==BBVAPE398468919,==BBVAPE8799537,SIN GARANTIA,30000,36,0.18899999999999997,0
1/02/2019,==BBVAPE493374549,==BBVAPE8675823,SIN GARANTIA,10800,36,0.1965,0
1/02/2019,==BBVAPE400300473,==BBVAPE8764113,SIN GARANTIA,50000,36,0.188,0
1/02/2019,==BBVAPE57073953,==BBVAPE8825817,SIN GARANTIA,8000,24,0.2925,0
1/02/2019,==BBVAPE373744083,==BBVAPE8817141,SIN GARANTIA,3000,36,0.3341,1
1/02/2019,==BBVAPE374324097,==BBVAPE8566149,SIN GARANTIA,100000,60,0.184,1
1/02/2019,==BBVAPE374747295,==BBVAPE8848551,SIN GARANTIA,10000,36,0.259,1
1/02/2019,==BBVAPE469944273,==BBVAPE8845095,SIN GARANTIA,11500,36,0.1985,1
1/02/2019,==BBVAPE391602945,==BBVAPE8727771,SIN GARANTIA,93500,60,0.18600000000000003,1
1/02/2019,==BBVAPE391100061,==BBVAPE8651415,SIN GARANTIA,70000,59,0.1355,0
1/02/2019,==BBVAPE374454867,==BBVAPE8774805,SIN GARANTIA,79500,60,0.187,0
1/02/2019,==BBVAPE379781553,==BBVAPE8679063,SIN GARANTIA,50000,60,0.185,0
1/02/2019,==BBVAPE399900639,==BBVAPE8793921,SIN GARANTIA,10000,12,0.217,0
1/02/2019,==BBVAPE87442023,==BBVAPE8794605,SIN GARANTIA,60000,48,0.188,0
1/02/2019,==BBVAPE394780107,==BBVAPE8802399,SIN GARANTIA,12300,60,0.1985,0
1/02/2019,==BBVAPE360705711,==BBVAPE8659749,DINERARIA,1300000,1,0.1345,1
1/02/2019,==BBVAPE29235693,==BBVAPE8958783,SIN GARANTIA,25000,36,0.18899999999999997,0
1/02/2019,==BBVAPE86755053,==BBVAPE8798205,SIN GARANTIA,27000,36,0.18899999999999997,1
1/02/2019,==BBVAPE126131349,==BBVAPE8776461,SIN GARANTIA,172500,48,0.18600000000000003,0
1/02/2019,==BBVAPE391947267,==BBVAPE8689125,SIN GARANTIA,6000,60,0.21,0
1/02/2019,==BBVAPE391947267,==BBVAPE8746059,SIN GARANTIA,10000,36,0.165,1
1/02/2019,==BBVAPE390191745,==BBVAPE8840829,NO DINERARIA,300000,120,0.184,0
1/02/2019,==BBVAPE372567639,==BBVAPE8633397,SIN GARANTIA,150000,60,0.187,0
1/02/2019,==BBVAPE360485715,==BBVAPE8651019,SIN GARANTIA,10000,24,0.1955,0
1/02/2019,==BBVAPE380561691,==BBVAPE8682519,SIN GARANTIA,30000,12,0.187,1
1/02/2019,==BBVAPE21188019,==BBVAPE8716575,SIN GARANTIA,47700,60,0.18600000000000003,0
1/02/2019,==BBVAPE444629145,==BBVAPE8865345,SIN GARANTIA,36900,60,0.187,0
1/02/2019,==BBVAPE374642679,==BBVAPE8653557,SIN GARANTIA,110000,60,0.1355,1
1/02/2019,==BBVAPE377947137,==BBVAPE8985909,SIN GARANTIA,30000,48,0.187,1
1/02/2019,==BBVAPE435563157,==BBVAPE8655627,SIN GARANTIA,38300,60,0.187,0
1/02/2019,==BBVAPE435563157,==BBVAPE8657751,SIN GARANTIA,38300,60,0.187,1
1/02/2019,==BBVAPE89748057,==BBVAPE8991705,SIN GARANTIA,40000,36,0.251,0
1/02/2019,==BBVAPE116789727,==BBVAPE8781123,DINERARIA,50000,48,0.188,1
1/02/2019,==BBVAPE269180139,==BBVAPE8888835,SIN GARANTIA,11100,36,0.1985,1
1/02/2019,==BBVAPE365614059,==BBVAPE8927211,SIN GARANTIA,55300,60,0.185,0
1/02/2019,==BBVAPE246865197,==BBVAPE8828607,SIN GARANTIA,48900,48,0.187,0
1/02/2019,==BBVAPE108413679,==BBVAPE8703417,DINERARIA,2000,6,0.3341,1
1/02/2019,==BBVAPE441634503,==BBVAPE8909931,SIN GARANTIA,92400,60,0.188,0
1/02/2019,==BBVAPE97711833,==BBVAPE8795667,SIN GARANTIA,20800,60,0.188,0
1/02/2019,==BBVAPE377719437,==BBVAPE8802417,SIN GARANTIA,35100,60,0.18600000000000003,0
1/02/2019,==BBVAPE60444885,==BBVAPE8897295,SIN GARANTIA,49200,24,0.165,1
1/02/2019,==BBVAPE425639721,==BBVAPE8993415,SIN GARANTIA,3000,18,0.327,1
1/02/2019,==BBVAPE412809573,==BBVAPE8822811,SIN GARANTIA,80000,36,0.188,0
1/02/2019,==BBVAPE100705233,==BBVAPE8750577,SIN GARANTIA,30000,60,0.18600000000000003,1
1/02/2019,==BBVAPE406926417,==BBVAPE8679675,SIN GARANTIA,38200,60,0.18899999999999997,1
1/02/2019,==BBVAPE380939907,==BBVAPE8986791,NO DINERARIA,160000,36,0.1395,0
1/02/2019,==BBVAPE394953663,==BBVAPE8695173,SIN GARANTIA,27800,60,0.188,0
1/02/2019,==BBVAPE392066481,==BBVAPE8655555,SIN GARANTIA,56000,60,0.18600000000000003,0
1/02/2019,==BBVAPE382808703,==BBVAPE8637915,NO DINERARIA,250000,36,0.1345,0
1/02/2019,==BBVAPE374323701,==BBVAPE8976351,SIN GARANTIA,50000,48,0.1355,0
1/02/2019,==BBVAPE383817171,==BBVAPE8716035,SIN GARANTIA,10000,24,0.1985,1
1/02/2019,==BBVAPE269337999,==BBVAPE8689287,SIN GARANTIA,28900,36,0.187,0
1/02/2019,==BBVAPE366903777,==BBVAPE8651793,SIN GARANTIA,30000,36,0.18600000000000003,1
1/02/2019,==BBVAPE361985511,==BBVAPE8612805,SIN GARANTIA,80000,60,0.185,1
1/02/2019,==BBVAPE366905199,==BBVAPE8835249,SIN GARANTIA,29400,36,0.159,1
1/02/2019,==BBVAPE371296209,==BBVAPE8906187,SIN GARANTIA,30000,36,0.18600000000000003,0
1/02/2019,==BBVAPE370638687,==BBVAPE8886081,SIN GARANTIA,64400,60,0.188,0
1/02/2019,==BBVAPE389583507,==BBVAPE8647743,NO DINERARIA,500000,60,0.1345,0
1/02/2019,==BBVAPE389583507,==BBVAPE8904225,NO DINERARIA,500000,60,0.1345,1
1/02/2019,==BBVAPE434968527,==BBVAPE8815899,SIN GARANTIA,9900,24,0.2925,0
1/02/2019,==BBVAPE486303465,==BBVAPE8655861,DINERARIA,10000,6,0.1955,1
1/02/2019,==BBVAPE28389189,==BBVAPE8844987,SIN GARANTIA,20000,24,0.18899999999999997,1
1/02/2019,==BBVAPE487304877,==BBVAPE8737311,SIN GARANTIA,7000,24,0.2925,0
1/02/2019,==BBVAPE144670809,==BBVAPE8792913,SIN GARANTIA,135600,60,0.18600000000000003,0
1/02/2019,==BBVAPE425201367,==BBVAPE8975937,SIN GARANTIA,30000,48,0.187,1
1/02/2019,==BBVAPE463258173,==BBVAPE8975613,SIN GARANTIA,10100,36,0.1985,1
1/02/2019,==BBVAPE396219729,==BBVAPE8733729,SIN GARANTIA,10000,60,0.1985,1
1/02/2019,==BBVAPE366035277,==BBVAPE8944689,SIN GARANTIA,16600,60,0.188,0
1/02/2019,==BBVAPE375981213,==BBVAPE8994999,SIN GARANTIA,16000,36,0.18899999999999997,1
1/02/2019,==BBVAPE392413863,==BBVAPE8742243,SIN GARANTIA,48500,60,0.188,1
1/02/2019,==BBVAPE100743789,==BBVAPE8690907,DINERARIA,29900,48,0.2005,0
1/02/2019,==BBVAPE368399073,==BBVAPE8772879,DINERARIA,15000,18,0.188,1
1/02/2019,==BBVAPE381895689,==BBVAPE8514903,SIN GARANTIA,53500,60,0.188,0
1/02/2019,==BBVAPE381895689,==BBVAPE8653809,SIN GARANTIA,53500,60,0.188,0
1/02/2019,==BBVAPE54059979,==BBVAPE8882913,SIN GARANTIA,5000,12,0.2915,1
1/02/2019,==BBVAPE48020799,==BBVAPE8639067,SIN GARANTIA,20000,36,0.19,1
1/02/2019,==BBVAPE361524009,==BBVAPE8607459,SIN GARANTIA,110000,60,0.18600000000000003,1
1/02/2019,==BBVAPE54174297,==BBVAPE8737527,NO DINERARIA,41000,36,0.187,0
1/02/2019,==BBVAPE54174297,==BBVAPE8767641,NO DINERARIA,41000,36,0.187,1
1/02/2019,==BBVAPE371167743,==BBVAPE8694183,SIN GARANTIA,20000,12,0.19,0
1/02/2019,==BBVAPE371167743,==BBVAPE8745915,SIN GARANTIA,20000,36,0.19,1
1/02/2019,==BBVAPE367395933,==BBVAPE8694579,SIN GARANTIA,50000,24,0.1365,1
1/02/2019,==BBVAPE366537675,==BBVAPE8677317,SIN GARANTIA,70000,24,0.1405,0
